age,workclass,education,education_num,marital-status,occupation,relationship,race,sex,hours-per-week,Income
42, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
63, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,21, <=50K.
53, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,45, <=50K.
34, State-gov, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
48, Private, Some-college,10, Separated, Craft-repair, Unmarried, White, Male,40, <=50K.
67, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,20, >50K.
49, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,24, <=50K.
28, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,55, <=50K.
51, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,40, <=50K.
44, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, >50K.
27, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,40, >50K.
49, Private, 5th-6th,3, Married-spouse-absent, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,20, <=50K.
34, Private, 7th-8th,4, Never-married, Priv-house-serv, Own-child, White, Female,30, <=50K.
27, Self-emp-not-inc, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,35, <=50K.
38, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,36, <=50K.
24, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,40, <=50K.
29, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,48, <=50K.
39, Private, HS-grad,9, Divorced, Sales, Other-relative, White, Female,40, <=50K.
50, Private, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,42, >50K.
63, ?, HS-grad,9, Widowed, ?, Not-in-family, White, Female,7, <=50K.
44, State-gov, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,40, <=50K.
58, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,40, <=50K.
25, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,50, <=50K.
23, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,35, <=50K.
20, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,40, <=50K.
46, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,45, <=50K.
21, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,35, <=50K.
63, Private, 10th,6, Separated, Other-service, Unmarried, Black, Female,40, <=50K.
38, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
27, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,55, <=50K.
41, Private, Masters,14, Married-civ-spouse, Other-service, Wife, White, Female,50, >50K.
43, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
39, State-gov, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,40, <=50K.
48, ?, 5th-6th,3, Divorced, ?, Not-in-family, White, Male,99, <=50K.
56, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, >50K.
44, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, <=50K.
24, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,40, <=50K.
49, Private, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,40, <=50K.
38, Private, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,70, <=50K.
36, Self-emp-not-inc, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,35, <=50K.
27, State-gov, Doctorate,16, Married-spouse-absent, Tech-support, Not-in-family, White, Male,20, <=50K.
50, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,40, <=50K.
46, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,52, <=50K.
41, Local-gov, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female,10, <=50K.
45, ?, 11th,7, Divorced, ?, Unmarried, Black, Female,16, <=50K.
46, Private, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
65, ?, HS-grad,9, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,48, >50K.
44, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, >50K.
35, Private, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,50, <=50K.
44, Self-emp-not-inc, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, Black, Female,45, <=50K.
51, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, <=50K.
74, Local-gov, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,35, <=50K.
32, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,35, <=50K.
22, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,30, <=50K.
58, ?, 10th,6, Widowed, ?, Unmarried, Black, Female,40, <=50K.
47, Private, HS-grad,9, Divorced, Exec-managerial, Unmarried, Black, Female,40, <=50K.
32, Private, 12th,8, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Male,40, <=50K.
64, Federal-gov, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female,25, <=50K.
44, Private, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,25, >50K.
59, Private, Bachelors,13, Widowed, Exec-managerial, Unmarried, White, Male,40, >50K.
34, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,35, <=50K.
54, Private, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,40, >50K.
33, Private, Some-college,10, Divorced, Other-service, Not-in-family, Black, Female,30, <=50K.
44, Private, 1st-4th,2, Married-civ-spouse, Transport-moving, Wife, White, Female,60, <=50K.
31, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, >50K.
30, State-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, <=50K.
18, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,17, <=50K.
56, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, >50K.
24, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, <=50K.
23, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,40, <=50K.
51, Private, 11th,7, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, <=50K.
24, Private, Bachelors,13, Never-married, Prof-specialty, Unmarried, Black, Male,20, <=50K.
39, Federal-gov, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Male,40, <=50K.
49, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, <=50K.
22, ?, HS-grad,9, Never-married, ?, Own-child, White, Male,40, <=50K.
42, State-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,45, <=50K.
51, Local-gov, Masters,14, Separated, Prof-specialty, Not-in-family, White, Male,39, >50K.
20, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,24, <=50K.
49, Private, 10th,6, Never-married, Machine-op-inspct, Not-in-family, Black, Female,40, <=50K.
31, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, >50K.
41, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,40, <=50K.
35, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, >50K.
20, ?, Some-college,10, Never-married, ?, Own-child, White, Male,30, <=50K.
35, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,42, >50K.
46, Private, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,8, <=50K.
35, Private, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,60, <=50K.
21, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Male,20, <=50K.
45, Private, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,40, <=50K.
37, Local-gov, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
45, Self-emp-inc, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,40, <=50K.
18, Private, 10th,6, Never-married, Other-service, Own-child, White, Male,24, <=50K.
53, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, >50K.
24, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,40, <=50K.
35, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, <=50K.
28, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, <=50K.
50, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,56, >50K.
38, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,50, <=50K.
34, Local-gov, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,40, <=50K.
53, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,32, >50K.
46, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,45, >50K.
50, Private, Some-college,10, Divorced, Sales, Unmarried, White, Male,45, <=50K.
45, Private, Some-college,10, Separated, Other-service, Unmarried, White, Female,40, <=50K.
29, Private, Assoc-voc,11, Never-married, Sales, Own-child, Black, Male,23, <=50K.
41, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
43, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
29, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,56, <=50K.
53, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, >50K.
24, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,40, <=50K.
35, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, <=50K.
25, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,30, <=50K.
43, Local-gov, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,56, <=50K.
38, Private, 10th,6, Married-spouse-absent, Other-service, Not-in-family, White, Male,45, <=50K.
64, Private, 7th-8th,4, Separated, Priv-house-serv, Not-in-family, Other, Female,35, <=50K.
37, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,40, >50K.
48, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,35, >50K.
27, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, >50K.
45, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, <=50K.
41, Private, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,38, >50K.
33, ?, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,60, >50K.
42, Private, 9th,5, Divorced, Other-service, Unmarried, White, Female,40, <=50K.
29, Private, Bachelors,13, Never-married, Sales, Own-child, White, Female,50, <=50K.
29, Private, HS-grad,9, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male,49, <=50K.
71, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,30, <=50K.
29, Federal-gov, 10th,6, Separated, Exec-managerial, Not-in-family, White, Female,40, <=50K.
23, State-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,16, <=50K.
28, Private, Bachelors,13, Never-married, Sales, Own-child, White, Male,2, <=50K.
55, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, >50K.
47, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, <=50K.
21, ?, Some-college,10, Never-married, ?, Own-child, White, Female,40, <=50K.
33, Private, HS-grad,9, Separated, Handlers-cleaners, Unmarried, Black, Female,40, <=50K.
35, Local-gov, 12th,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, <=50K.
42, Self-emp-inc, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,45, >50K.
33, Private, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,40, <=50K.
30, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,40, <=50K.
37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
19, ?, HS-grad,9, Never-married, ?, Own-child, White, Male,25, <=50K.
21, ?, Some-college,10, Never-married, ?, Own-child, White, Male,40, <=50K.
46, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, <=50K.
42, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, >50K.
28, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,58, <=50K.
36, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, >50K.
39, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, <=50K.
27, Private, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,40, <=50K.
57, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,38, >50K.
50, Private, HS-grad,9, Divorced, Priv-house-serv, Unmarried, Black, Female,12, <=50K.
63, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, >50K.
44, Private, Some-college,10, Divorced, Sales, Unmarried, White, Male,50, <=50K.
38, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
30, Self-emp-not-inc, Some-college,10, Never-married, Sales, Not-in-family, White, Male,40, <=50K.
20, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,25, <=50K.
44, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, >50K.
24, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, <=50K.
26, Private, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,40, <=50K.
42, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,70, <=50K.
54, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
45, State-gov, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,45, <=50K.
37, Private, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, <=50K.
30, Federal-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, <=50K.
36, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
19, Private, 9th,5, Never-married, Other-service, Own-child, White, Female,50, <=50K.
22, Private, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,40, <=50K.
65, Federal-gov, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,40, <=50K.
52, ?, 10th,6, Divorced, ?, Not-in-family, White, Male,25, <=50K.
36, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,30, <=50K.
22, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,40, <=50K.
28, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,50, <=50K.
30, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, >50K.
47, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, >50K.
29, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,40, <=50K.
36, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, <=50K.
30, Private, Bachelors,13, Divorced, Sales, Own-child, White, Female,40, <=50K.
52, Private, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,60, >50K.
62, Private, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,40, <=50K.
42, Private, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,55, >50K.
33, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, <=50K.
17, Private, 11th,7, Never-married, Sales, Other-relative, White, Female,26, <=50K.
54, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, <=50K.
41, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,40, <=50K.
45, State-gov, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,45, <=50K.
37, State-gov, Some-college,10, Never-married, Prof-specialty, Unmarried, Black, Female,15, <=50K.
21, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,34, <=50K.
29, Private, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Female,40, <=50K.
18, State-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,40, <=50K.
18, ?, 11th,7, Never-married, ?, Own-child, White, Female,20, <=50K.
62, Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,40, <=50K.
19, Private, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,20, <=50K.
62, Private, 7th-8th,4, Widowed, Machine-op-inspct, Unmarried, White, Female,35, <=50K.
58, Local-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,40, <=50K.
34, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,50, <=50K.
62, Private, 11th,7, Never-married, Machine-op-inspct, Other-relative, White, Male,50, <=50K.
23, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,12, <=50K.
37, Private, Bachelors,13, Married-spouse-absent, Exec-managerial, Unmarried, White, Male,50, >50K.
42, Private, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,46, <=50K.
21, Private, 11th,7, Never-married, Other-service, Unmarried, White, Male,40, <=50K.
41, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,40, <=50K.
27, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,40, <=50K.
37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, <=50K.
40, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, >50K.
62, Local-gov, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
29, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,40, <=50K.
33, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
53, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, <=50K.
64, Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,40, <=50K.
60, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,48, >50K.
47, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,40, <=50K.
45, State-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, <=50K.
33, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,40, <=50K.
29, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, >50K.
57, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,40, >50K.
19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,35, <=50K.
26, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,40, <=50K.
63, Self-emp-inc, 5th-6th,3, Married-civ-spouse, Sales, Husband, White, Male,25, <=50K.
42, Private, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,40, <=50K.
38, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,50, >50K.
34, Private, 10th,6, Never-married, Farming-fishing, Not-in-family, White, Male,40, <=50K.
20, ?, Some-college,10, Never-married, ?, Own-child, White, Male,30, <=50K.
35, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
38, Private, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,8, >50K.
52, State-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, <=50K.
32, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
67, Private, Doctorate,16, Divorced, Exec-managerial, Not-in-family, White, Male,60, >50K.
26, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,40, <=50K.
58, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, >50K.
48, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, >50K.
25, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,40, <=50K.
25, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,48, <=50K.
25, Private, Some-college,10, Never-married, Handlers-cleaners, Unmarried, White, Male,50, <=50K.
18, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,12, <=50K.
36, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,60, <=50K.
45, Self-emp-not-inc, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,50, <=50K.
34, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,40, <=50K.
68, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, >50K.
37, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,50, <=50K.
21, Private, Some-college,10, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,15, <=50K.
49, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, <=50K.
39, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,50, <=50K.
41, Private, Doctorate,16, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, >50K.
35, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, >50K.
29, Local-gov, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,40, <=50K.
29, ?, 9th,5, Separated, ?, Own-child, White, Female,40, <=50K.
54, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
32, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,45, >50K.
18, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,30, <=50K.
30, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Own-child, White, Male,40, >50K.
66, ?, 10th,6, Married-civ-spouse, ?, Husband, White, Male,15, >50K.
23, Local-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,40, <=50K.
36, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, <=50K.
34, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, <=50K.
39, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, <=50K.
26, Local-gov, 10th,6, Never-married, Handlers-cleaners, Own-child, Black, Male,40, <=50K.
78, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
28, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,40, <=50K.
51, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, <=50K.
33, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,50, >50K.
44, ?, 11th,7, Divorced, ?, Not-in-family, Black, Female,40, <=50K.
34, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
33, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, >50K.
28, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,60, >50K.
55, Private, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,4, <=50K.
30, Private, Assoc-voc,11, Never-married, Machine-op-inspct, Not-in-family, White, Male,45, <=50K.
45, Private, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,40, <=50K.
46, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, >50K.
17, Private, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,7, <=50K.
40, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, <=50K.
44, Local-gov, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,50, >50K.
56, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, <=50K.
69, Self-emp-inc, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,40, >50K.
41, Private, 1st-4th,2, Married-civ-spouse, Transport-moving, Husband, White, Male,40, <=50K.
47, Local-gov, 11th,7, Divorced, Other-service, Not-in-family, Black, Male,40, <=50K.
33, Private, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,40, <=50K.
25, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,20, <=50K.
42, Private, 7th-8th,4, Widowed, Handlers-cleaners, Not-in-family, White, Female,35, <=50K.
65, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,30, <=50K.
24, Private, Assoc-voc,11, Never-married, Prof-specialty, Own-child, White, Female,40, <=50K.
48, Federal-gov, Bachelors,13, Widowed, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,40, <=50K.
82, Self-emp-inc, 7th-8th,4, Widowed, Exec-managerial, Not-in-family, White, Female,40, <=50K.
36, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, >50K.
34, Private, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,40, >50K.
28, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, <=50K.
65, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, >50K.
66, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,60, <=50K.
40, Private, Some-college,10, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,30, <=50K.
66, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, <=50K.
37, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, <=50K.
34, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, <=50K.
41, Self-emp-not-inc, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,20, <=50K.
43, Private, Masters,14, Married-civ-spouse, Exec-managerial, Wife, Black, Female,50, >50K.
20, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,45, <=50K.
59, Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,10, <=50K.
48, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, >50K.
45, State-gov, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, >50K.
28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,48, <=50K.
43, Private, Bachelors,13, Separated, Adm-clerical, Unmarried, White, Female,35, <=50K.
18, Private, Some-college,10, Never-married, Other-service, Own-child, Black, Female,15, <=50K.
34, ?, HS-grad,9, Divorced, ?, Not-in-family, White, Male,40, <=50K.
55, Self-emp-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, <=50K.
21, Local-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Male,40, <=50K.
47, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40, <=50K.
